"Academic Research"
"Account Management - Non-Commissioned"
"Account Management, Commissioned"
"Accounting and Auditing Services"
"Accounting/Finance"
"Accounts Payable/Receivable"
"Actuarial Analysis"
"Administrative Support"
"Administrative/Clerical"
"Advertising Writing - Creative"
"Advertising, Media and PR Services"
"Aeronautic/Avionic Engineering"
"Aerospace and Defense"
"Agricultural/Greenhouse Work"
"Agriculture/Forestry/Fishing"
"Aircraft/Ship Inspection"
"Architectural and Design Services"
"Architecture/Interior Design"
"Assembly/Assembly Line"
"Audio/Video Broadcast & Postproduction"
"Audit"
"Automotive and Parts Mfg"
"Automotive Sales and Repair Services"
"Bank Teller"
"Banking"
"Barrister"
"Bio-Engineering"
"Biological/Chemical Research"
"Biotechnology/Pharmaceuticals"
"Bookkeeping/General Ledger"
"Brand Marketing"
"Broadcasting"
"Building/Construction Inspection"
"Business Analysis/Research"
"Business Development/New Accounts"
"Business Services - Other"
"Business Unit Management"
"Business/Strategic Management"
"CAD/Drafting"
"Call Centre"
"Car, Van and Bus Driving"
"Career Fair"
"Carpentry/Framing"
"Chemical Engineering"
"Chemicals/Petro-Chemicals"
"Civil & Structural Engineering"
"Claims Processing"
"Claims Review and Adjusting"
"Classroom Teaching"
"Clinical Research"
"Clothing and Textile Manufacturing"
"Collections"
"Compensation/Benefits Policy"
"Components"
"Computer Animation & Multimedia"
"Computer Hardware"
"Computer Software"
"Computer/Electronics/Telecomm Install / Maintain/Repair"
"Computer/IT Services"
"Computer/Network Security"
"Concrete and Masonry"
"Construction - Industrial Facilities and Infrastructure"
"Construction - Residential & Commercial Office"
"Construction/Skilled Trades"
"Consumer Packaged Goods Manufacturing"
"Continuing/Adult"
"Contracts Administration"
"Copy Writing/Editing"
"Corporate Accounting"
"Corporate Development and Training"
"Corporate Finance"
"Cost Estimating"
"Council/Revenue/Benefits"
"Creative Direction/Lead"
"Creative/Design"
"Credit Review/Analysis"
"Criminal Law"
"Customer Support/Client Care"
"Customer Training"
"Customs/Immigration"
"Data Entry/Order Processing"
"Data Warehousing"
"Database Development/Administration"
"Dental Practitioner"
"Desktop Service and Support"
"Direct Marketing (CRM)"
"Diversity Management/EEO/Compliance"
"Documentation/Technical Writing"
"Early Childhood Care & Development"
"Editing & Proofreading"
"Editorial/Writing"
"Education"
"Electrical/Electronics Engineering"
"Electrician"
"Electronics"
"EMT/Paramedic"
"Energy and Utilities"
"Energy/Nuclear Engineering"
"Engineering"
"Engineering Services"
"Enterprise Software Implementation & Consulting"
"Entertainment Venues and Theaters"
"Environmental and Geological Engineering"
"Environmental Protection"
"Environmental/Geological Testing & Analysis"
"Equipment Install/Maintain/Repair"
"Equipment Operations"
"Equipment/Forklift/Crane Operation"
"Event Planning/Coordination"
"Events/Promotional Marketing"
"Executive Recruiting"
"Executive Support"
"Facilities/HVAC Maintenance"
"Family Law"
"Fashion & Accessories Design"
"Field Sales"
"Filing/Records Management"
"Financial Analysis/Research/Reporting"
"Financial Control"
"Financial Planning/Advising"
"Financial Services"
"Firefighting and Rescue"
"Fishing and Fishing Vessel Operation"
"Fitness & Sports Training/Instruction"
"Flight Attendant"
"Flooring/Tiling/Painting/Wallpapering"
"Food & Beverage Serving"
"Food and Beverage Production"
"Food Preparation/Cooking"
"Food Services"
"Franchise-Business Ownership"
"Fraud Investigation"
"Front Desk/Reception"
"Fund Accounting"
"Fundraising"
"Geriatric/Home Care"
"Government and Military"
"Graphic Arts/Illustration"
"Graphic Design"
"Guest Services/Concierge"
"Hair Cutting/Styling"
"Hazardous Materials Handling"
"Head Teacher"
"Healthcare Services"
"Heavy Equipment Operation"
"Hospital/Clinic Administration"
"Host/Hostess"
"Hotels and Hospitality"
"Housing and Community Development"
"Human Resources"
"Human Resources"
"HVAC Design and Installation"
"Import/Export Administration"
"Industrial Design"
"Industrial/Manufacturing Engineering"
"Installation/Maintenance/Repair"
"Insurance"
"InsuranceAgent/Broker"
"International Sales"
"Internet Services"
"Inventory Planning and Management"
"Investment Management"
"Investor and Public/Media Relations"
"Ironwork/Metal Fabrication"
"ISO Certification"
"IT Consulting"
"IT Project Management"
"IT/Software Development"
"Janitorial & Cleaning"
"Journalism"
"Journalism and the Press"
"Junior/High School"
"Laboratory/Pathology Services"
"Labour & Employment Law"
"Landscape Maintenance"
"Layout, Prepress, Printing, & Binding Operations"
"Lecturing"
"Legal"
"Legal Services"
"Leisure & Tourism"
"Library Services"
"Locksmith"
"Logistics/Transportation"
"Machining-CNC"
"Management Consulting Services"
"Managerial Consulting"
"Manufacturing - Other"
"Marine Mfg & Services"
"Market Research"
"Marketing"
"Marketing Communications"
"Marketing Production/Traffic"
"Marketing/Product"
"Materials/Physical Research"
"Mathematical/Statistical Research"
"Mechanical Engineering"
"Media and Advertising Sales"
"Media Planning and Buying"
"Medical Devices and Supplies"
"Medical Practitioner"
"Medical Therapy/Rehab Services"
"Medical/Dental Assistant"
"Medical/Health"
"Mental Health"
"Merchandise Planning and Buying"
"Mergers and Acquisitions"
"Messenger/Courier"
"Metal Fabrication and Welding"
"Metals and Minerals"
"Midwifery"
"Military"
"Moldmaking/Casting"
"Mortgage Advising"
"Music Industry"
"Naval Architecture/Marine Engineering"
"Network and Server Administration"
"New Product R&D"
"Nonprofit Charitable Organizations"
"Nursing"
"Nutrition and Diet"
"Occupational Health and Safety"
"Office Management"
"Oil Rig & Pipeline Maintenance and Repair"
"Operations/Plant Management"
"Optical"
"Other"
"Other/Not Classified"
"Paralegal & Legal Secretary"
"Patent/IP Law"
"Payroll and Benefits Administration"
"Performer/Artist"
"Performing and Fine Arts"
"Personal and Household Services"
"Pharmaceutical Research"
"Pharmacy"
"Photography and Videography"
"Piloting: Air and Marine"
"Plastering"
"Plumbing/Pipefitting"
"Police-Law Enforcement"
"Policy Underwriting"
"Postal Worker"
"President/Top Executive"
"Printing and Publishing"
"Prison Officer"
"Product Management"
"Production Quality Assurance"
"Production/Operations"
"Production/Operations Planning"
"Program Management"
"Project Management"
"Project/Program Management"
"Property Management"
"Public Health Administration"
"Purchasing Goods and Services"
"Quality Assurance/Safety"
"R&D/Science"
"Real Estate Agent/Broker"
"Real Estate Law"
"Real Estate Leasing/Acquisition"
"Real Estate/Property Management"
"Reception/Switchboard"
"Recruiting/Sourcing"
"Recruitment Consulting"
"Rental Services"
"Reservations/Ticketing"
"Restaurant Management"
"Restaurant, Catering & Food Services"
"Retail"
"Retail Customer Service"
"Retail Department Management"
"Retail/Counter Sales and Cashier"
"RF/Wireless Engineering"
"Risk Management/Compliance"
"Roofing"
"Sales Support/Assistance"
"Sales/Business Development"
"Scriptwriting and Review"
"Secretary/Executive Assistant"
"Securities and Commodities Brokerage"
"Security and Surveillance"
"Security Guard"
"Security/Protective Services"
"Sewing and Tailoring"
"Shipping and Receiving/Warehousing"
"Site Superintendent"
"Six Sigma/Black Belt/TQM"
"Social Service"
"Software Quality Assurance"
"Software/System Architecture"
"Software/Web Development"
"Solicitor"
"Special Education"
"Sports and Physical Recreation"
"Sports Medical Trainer"
"Staffing/Employment Agencies"
"Store Security/Loss Prevention"
"Store/Branch Management"
"Strategy/Planning"
"Supplier Management/Vendor Management"
"Surveying"
"Systems Analysis - IT"
"Systems/Process Engineering"
"Tax Accounting"
"Tax Assessment and Collections"
"Tax Law"
"Teaching Support"
"Technical Customer Service"
"Technical Presales Support & Technical Sales"
"Telecommunications Administration/Technician"
"Telecommunications Services"
